OBJECTID,PERCENT_,STARTX,STARTY,LL,LR,UL,UR,COUNT_,AVE_EAARCO,AVE_LN_EAA,SUM_LN_EAA,SUM_SQLN_E,STDDEV,KHAT,ShapeSTArea,ShapeSTLength
324,0.018,320000,250000,3225,3325,3226,3326,11,53.4707,3.8423,42.2652,165.4223,1.73358,2.65,61859165.25,59118.148
325,3.035,320000,260000,3226,3326,3227,3327,9,64.5699,3.7359,33.6234,132.2255,2.48191,1.72,11268751.66,25501.58924
326,0,330000,230000,3323,3423,3324,3424,0,0,0,0,0,0,0,162100.716,3354.028303
327,0,330000,240000,3324,3424,3325,3425,0,0,0,0,0,0,0,67001.06938,2442.705896
328,0,330000,250000,3325,3425,3326,3426,0,0,0,0,0,0,0,2402690.73,10831.91211
329,0,40000,260000,426,526,427,527,0,0,0,0,0,0,0,2510947.579,14617.73505
330,0,50000,240000,524,624,525,625,8,21.4233,2.9536,23.6289,71.5255,1.64516,4.71,16724992,71767.08086
331,0.57,50000,250000,525,625,526,626,12,41.7704,3.2182,38.6185,133.9179,2.54958,2.22,21605623.42,100091.372
332,0,50000,260000,526,626,527,627,11,21.5996,2.9585,32.5438,98.7637,1.64574,4.7,11550171.15,64885.49799
333,0.32,60000,230000,623,723,624,724,4,21.7495,2.9347,11.7386,35.5009,0,0,8105205.111,27214.74518
334,0.035,60000,240000,624,724,625,725,15,32.0079,2.9961,44.9413,144.1004,2.27434,2.8,76014289.13,98017.39381
335,0.92,60000,250000,625,725,626,726,24,43.705,3.4404,82.5693,299.8515,2.28949,2.24,84200635.34,101909.2287
336,0,60000,260000,626,726,627,727,12,21.6415,3.0045,36.054,110.1394,1.50113,5.65,19624874.81,46589.67025
337,8.6,70000,210000,721,821,722,822,0,0,0,0,0,0,0,3989343.941,13763.56115
338,0.88,70000,220000,722,822,723,823,2,25.617,3.1019,6.2039,19.8364,0,0,3154710.633,28078.12505
339,0,70000,230000,723,823,724,824,12,35.4657,3.3073,39.6874,135.9775,1.92524,3.04,47497827.13,124472.2836
340,0.013,70000,240000,724,824,725,825,23,29.6076,3.1055,71.4257,232.3154,1.99577,3.17,88790265.33,96321.40566
341,0.349,70000,250000,725,825,726,826,13,44.4488,3.0987,40.2833,135.3323,2.54892,2.35,99783595.28,41106.66651
342,0.176,70000,260000,726,826,727,827,14,37.1134,3.2561,45.5851,157.0473,2.25744,2.51,60660969.31,82600.95541
343,8.6,80000,200000,820,920,821,921,6,96.4477,4.2796,25.6774,114.8221,2.70032,1.03,15235574.66,32867.21644
344,8.6,80000,210000,821,921,822,922,2,30.9625,3.4247,6.8494,23.4896,0,0,11485935.48,25461.62114
345,0.303,80000,220000,822,922,823,923,6,68.1648,4.0416,24.2499,100.1645,1.92801,1.91,40498093.25,155111.6995
346,1.05,80000,230000,823,923,824,924,4,44.3242,3.7462,14.985,56.5188,0,0,73893155.97,90321.02596
347,0,80000,240000,824,924,825,925,8,32.9334,3.3106,26.4849,90.2025,1.82239,3.31,99043883.8,46661.85058
348,0,80000,250000,825,925,826,926,5,57.994,4.0169,20.0847,81.1793,1.42426,3.62,100000000,40000
349,0.76,80000,260000,826,926,827,927,2,114.1945,4.6777,9.3554,44.0074,0,0,93598523.55,66599.04008
350,5.155,90000,200000,920,1020,921,1021,11,70.7884,3.7436,41.1792,164.0653,2.70583,1.56,16385324.98,32644.90675
351,1.819,90000,220000,922,1022,923,1023,17,58.3171,3.6259,61.6408,234.9087,2.32619,1.98,61678173.2,128757.049
352,1.238,90000,230000,923,1023,924,1024,18,54.4591,3.7823,68.0818,266.2798,2.05105,2.11,78583308.26,160755.8683
353,0.99,90000,240000,924,1024,925,1025,2,14.119,2.6465,5.293,14.0119,0,0,100000000,40000
354,0,90000,250000,925,1025,926,1026,13,19.7801,2.9076,37.7994,111.9463,1.51015,5.8,100000000,40000
355,0,90000,260000,926,1026,927,1027,9,31.6187,3.379,30.4109,104.0982,1.50573,4.69,100000000,40000
356,3.666,100000,220000,1022,1122,1023,1123,8,63.4921,3.8366,30.6929,123.2997,2.43479,1.64,86992396.33,41232.44362
357,27.056,100000,230000,1023,1123,1024,1124,5,156.8846,4.7346,23.6729,114.9857,2.34461,0.66,100000000,40000
358,7.5,100000,240000,1024,1124,1025,1125,3,120.4227,4.2081,12.6243,56.603,0,0,100000000,40000
359,5.514,100000,250000,1025,1125,1026,1126,18,70.7127,3.816,68.6885,277.4535,2.58522,1.56,100000000,40000
360,0,110000,220000,1122,1222,1123,1223,20,33.2749,3.4458,68.9162,239.8501,1.42443,5.24,77721915.19,39148.33763
361,11.244,110000,230000,1123,1223,1124,1224,10,102.1498,4.3689,43.6891,196.2751,2.16992,1.2,100000000,40000
362,31.754,110000,240000,1124,1224,1125,1225,21,212.8165,4.7641,100.0451,501.4012,3.04387,0.48,100000000,40000
363,11.365,110000,250000,1125,1225,1126,1226,18,102.4684,4.3168,77.7033,346.8144,2.26644,1.2,100000000,40000
364,17.38,120000,220000,1222,1322,1223,1323,48,128.6459,4.2736,205.1333,933.0251,2.98951,0.94,68900183.55,46595.62351
365,24.368,120000,230000,1223,1323,1224,1324,21,154.2661,4.6772,98.2202,475.1064,2.42648,0.7,100000000,40000
366,26.266,120000,240000,1224,1324,1225,1325,24,158.3039,4.7063,112.9501,551.1748,2.51733,0.64,100000000,40000
367,13.071,120000,250000,1225,1325,1226,1326,20,112.8053,4.3741,87.4829,395.6159,2.28341,1.12,100000000,40000
368,29.939,130000,220000,1322,1422,1323,1423,29,207.3118,4.6771,135.6371,672.7868,3.22512,0.53,74135304.16,86306.34989
369,48.033,130000,230000,1323,1423,1324,1424,22,276.1187,5.2567,115.6465,625.0466,2.46756,0.05,100000000,40000
370,39.878,130000,240000,1324,1424,1325,1425,21,230.7619,5.0131,105.2752,551.2156,2.95367,0.26,100000000,40000
371,53.528,130000,250000,1325,1425,1326,1426,19,303.4369,5.3819,102.2554,566.6194,2.58949,-0.09,100000000,40000
372,13.763,130000,260000,1326,1426,1327,1427,44,116.6484,4.4066,193.8883,882.9307,2.25886,1.09,100000000,40000
373,12.805,140000,210000,1421,1521,1422,1522,11,108.7622,4.4108,48.5193,220.1399,2.18772,1.13,99596030.56,46372.61585
374,41.088,140000,220000,1422,1522,1423,1523,15,268.2698,5.0439,75.6588,398.6946,3.01759,0.23,99987309.11,40245.16372
375,39.886,140000,230000,1423,1523,1424,1524,20,227.484,5.0517,101.0335,527.1706,2.55955,0.26,100000000,40000
376,19.559,140000,240000,1424,1524,1425,1525,29,129.4781,4.4975,130.4283,611.1056,2.54831,0.86,100000000,40000
377,22.737,140000,250000,1425,1525,1426,1526,39,154.2645,4.5994,179.3748,857.6211,2.52543,0.75,100000000,40000
378,16.126,140000,260000,1426,1526,1427,1527,28,119.8798,4.3119,120.7325,547.3844,2.70827,0.99,100000000,40000
379,4.625,150000,200000,1520,1620,1521,1621,12,73.7472,3.4959,41.9505,160.4713,3.06725,1.61,100000000,40000
380,15.149,150000,210000,1521,1621,1522,1622,25,116.2964,4.4566,111.4153,512.4258,2.25626,1.03,100000000,40000
381,22.444,150000,220000,1522,1622,1523,1623,35,145.2314,4.554,159.3908,758.6769,2.67062,0.76,100000000,40000
382,24.738,150000,230000,1523,1623,1524,1624,17,153.6584,4.6095,78.3615,377.1077,2.70981,0.69,100000000,40000
383,43.404,150000,240000,1524,1624,1525,1625,14,232.6162,5.1491,72.0875,381.4311,2.42961,0.17,100000000,40000
384,24.968,150000,250000,1525,1625,1526,1626,25,163.5705,4.5269,113.1722,542.7716,3.08472,0.68,100000000,40000
385,8.749,150000,260000,1526,1626,1527,1627,18,92.0956,4.213,75.8332,330.6969,2.2529,1.34,100000000,40000
386,13.302,150000,270000,1527,1627,1528,1628,25,107.5362,4.0989,102.4717,448.2473,2.95808,1.11,100000000,40000
387,2.992,160000,200000,1620,1720,1621,1721,8,58.651,3.7514,30.0111,118.3939,2.48703,1.7,100000000,40000
388,13.521,160000,210000,1621,1721,1622,1722,22,114.689,4.4772,98.4989,452.7773,2.11452,1.1,100000000,40000
389,6.714,160000,220000,1622,1722,1623,1723,11,83.9223,4.1832,46.0155,198.3887,2.15506,1.45,100000000,40000
390,11.963,160000,230000,1623,1723,1624,1724,15,112.3052,4.4341,66.5119,302.5009,2.08707,1.17,100000000,40000
391,7.73,160000,240000,1624,1724,1625,1725,28,95.754,4.0521,113.4586,480.695,2.413,1.41,100000000,40000
392,12.191,160000,250000,1625,1725,1626,1726,17,104.3696,3.8941,66.1995,281.3659,3.36679,1.16,100000000,40000
393,19.611,160000,260000,1626,1726,1627,1727,19,135.4543,4.3305,82.279,378.9025,3.06608,0.86,100000000,40000
394,7.983,160000,270000,1627,1727,1628,1728,22,133.3766,3.7974,83.5438,341.5954,2.9348,1.39,100000000,40000
395,2.735,170000,200000,1720,1820,1721,1821,13,69.2457,4.017,52.2214,215.7837,2.02916,1.81,100000000,40000
396,7.901,170000,210000,1721,1821,1722,1822,12,81.9627,4.0827,48.9924,208.5636,2.41389,1.38,100000000,40000
397,20.244,170000,220000,1722,1822,1723,1823,8,136.5687,4.3143,34.5147,158.315,3.18751,0.85,100000000,40000
398,28.618,170000,230000,1723,1823,1724,1824,22,184.4425,4.7005,103.4112,508.9256,2.83743,0.57,100000000,40000
399,3.122,170000,240000,1724,1824,1725,1825,23,60.0692,3.5924,82.6248,316.421,2.57001,1.81,100000000,40000
400,0,170000,250000,1725,1825,1726,1826,7,41.5584,3.6586,25.6101,94.6949,1.50361,4.02,100000000,40000
401,1.932,170000,260000,1726,1826,1727,1827,23,63.3958,3.9121,89.9782,362.6453,2.00471,1.99,100000000,40000
402,29.569,170000,270000,1727,1827,1728,1828,11,235.5279,4.6663,51.3288,252.8436,3.17266,0.55,100000000,40000
403,0.15,180000,200000,1820,1920,1821,1921,24,44.8466,3.6186,86.8466,323.0641,1.85625,2.72,100000000,40000
404,3.498,180000,210000,1821,1921,1822,1922,18,66.5453,3.9118,70.4119,286.1662,2.21333,1.75,100000000,40000
405,0.845,180000,220000,1822,1922,1823,1923,16,56.761,3.8653,61.8444,245.4004,1.91725,2.2,100000000,40000
406,2.655,180000,230000,1823,1923,1824,1924,22,62.043,3.8959,85.7091,345.7764,2.12054,1.87,100000000,40000
407,4.994,180000,240000,1824,1924,1825,1925,14,76.3721,4.1292,57.8089,245.7274,2.08544,1.59,100000000,40000
408,0.464,180000,250000,1825,1925,1826,1926,11,60.8026,3.9144,43.0584,172.3828,1.85757,2.23,100000000,40000
409,1.069,190000,200000,1920,2020,1921,2021,20,55.0539,3.7,74.0006,284.068,2.08542,2.17,100000000,40000
410,3.045,190000,210000,1921,2021,1922,2022,28,71.1985,4.0874,114.4461,479.5994,1.93781,1.83,100000000,40000
411,13.279,190000,220000,1922,2022,1923,2023,15,109.2977,4.2429,63.6437,282.6629,2.58504,1.11,100000000,40000
412,0.168,200000,210000,2021,2121,2022,2122,21,63.8621,4.0635,85.334,351.0625,1.59041,2.66,100000000,40000
413,0,200000,220000,2022,2122,2023,2123,8,48.2532,3.7707,30.166,115.6805,1.69107,2.91,100000000,40000
414,0,20000,90000,209,309,210,310,0,0,0,0,0,0,0,6335902.399,49461.97683
415,0,20000,100000,210,310,211,311,0,0,0,0,0,0,0,1026081.903,9613.932123
416,9.316,30000,60000,306,406,307,407,12,115.7122,3.768,45.216,185.7082,3.25662,1.3,16457134.21,53068.27292
417,5.771,30000,70000,307,407,308,408,12,70.9021,3.6279,43.5347,171.1547,2.99244,1.52,35474729.33,62019.65152
418,1.74,30000,90000,309,409,310,410,7,70.8547,3.991,27.9367,114.6816,2.07272,1.79,18887090.62,37600.26688
419,0.414,30000,100000,310,410,311,411,18,42.7545,3.5056,63.1001,230.6121,2.1044,2.41,63463190.12,81179.47055
420,1.11,30000,110000,311,411,312,412,0,0,0,0,0,0,0,3306882.562,12402.54521
421,0,40000,50000,405,505,406,506,0,0,0,0,0,0,0,2730446.588,18666.19157
422,1.045,40000,60000,406,506,407,507,24,52.4839,3.4474,82.7369,301.4743,2.31762,2.2,42838713.09,77762.39544
423,0.234,40000,70000,407,507,408,508,34,42.8029,3.482,118.3895,427.3923,1.96928,2.68,82459192.63,80948.54553
424,0,40000,80000,408,508,409,509,11,35.6575,3.4046,37.4502,131.3526,1.85999,3.05,31959577.63,49509.94649
425,2.04,40000,90000,409,509,410,510,3,96.1783,4.4939,13.4818,61.0475,0,0,13941845.45,42498.23898
426,0,40000,100000,410,510,411,511,13,42.5585,3.6141,46.9828,172.9357,1.66744,3.29,97671320.76,51750.96308
427,0.81,40000,110000,411,511,412,512,4,30.151,3.3619,13.4475,45.542,0,0,44261283.63,41367.03993
428,0,50000,60000,506,606,507,607,22,26.54,3.1045,68.2993,218.147,1.71505,4.07,99644593.94,42074.84119
429,0.999,50000,70000,507,607,508,608,13,51.9481,3.4686,45.0924,165.4709,2.38445,2.11,100000000,40000
430,0.06,50000,80000,508,608,509,609,20,38.592,3.3942,67.8837,238.9056,1.95168,2.85,82371169.85,43199.22789
431,2.24,50000,90000,509,609,510,610,2,124.129,4.7171,9.4342,44.9338,0,0,12717336.54,29542.7139
432,16.233,50000,100000,510,610,511,611,10,107.4101,4.0808,40.8078,180.2751,3.44154,0.99,99999173.24,40000.21287
433,0.053,50000,110000,511,611,512,612,15,32.7051,3.2346,48.5187,164.8737,2.12315,2.74,38641222.06,51767.59831
434,0,50000,120000,512,612,513,613,0,0,0,0,0,0,0,63557.08291,1617.654383
435,0,60000,60000,606,706,607,707,13,23.1052,3.0162,39.2102,121.4115,1.66879,4.46,80986283.11,86129.38442
436,0,60000,70000,607,707,608,708,11,22.3006,2.9645,32.6095,99.4805,1.69903,4.4,100000000,40000
437,0.3,60000,80000,608,708,609,709,2,20.765,3.0149,6.0298,18.2533,0,0,98551225.1,39464.677
438,0,60000,90000,609,709,610,710,6,33.2213,3.3603,20.1618,69.7206,1.87356,3.09,27017295.26,65410.83945
439,0.15,60000,100000,610,710,611,711,23,43.1892,3.5537,81.7344,299.5752,1.90368,2.71,91889960.55,43396.71652
440,1.46,60000,110000,611,711,612,712,12,54.135,3.6204,43.4447,165.1239,2.32581,1.99,28963129.64,46577.21486
441,0.8,60000,120000,612,712,613,713,0,0,0,0,0,0,0,1717076.878,16930.9014
442,0.8,60000,130000,613,713,614,714,0,0,0,0,0,0,0,5204133.825,12327.98016
443,0,70000,60000,706,806,707,807,13,36.0395,3.4747,45.1716,159.9388,1.64587,3.66,63497258.75,114848.1164
444,0,70000,70000,707,807,708,808,6,25.3087,3.2124,19.2741,62.1484,1.24108,9.66,100000000,40000
445,0,70000,80000,708,808,709,809,7,21.0263,2.953,20.6711,62.3665,1.59972,4.99,100000000,40000
446,0.943,70000,90000,709,809,710,810,35,50.2724,3.5741,125.0931,466.7842,2.14044,2.27,86567069.09,100200.06
447,0,70000,100000,710,810,711,811,11,33.5905,3.3237,36.5611,125.5963,1.89364,3.09,83624622.08,60828.19496
448,39.453,70000,110000,711,811,712,812,29,372.6052,4.8692,141.2069,760.8309,5.04098,0.27,50220965.78,87113.63767
449,0,70000,120000,712,812,713,813,10,27.3337,3.227,32.2695,105.8807,1.55393,4.7,58376901.3,44768.41728
450,0,70000,130000,713,813,714,814,5,35.1022,3.3096,16.5478,57.2091,2.18481,2.54,31958510.59,43345.90811
451,0,80000,60000,806,906,807,907,16,31.4627,3.3495,53.5913,182.8103,1.59943,4.15,81307741.83,84676.38618
452,0.026,80000,70000,807,907,808,908,18,36.2572,3.3385,60.0939,208.1915,1.94854,2.94,99937438.4,41375.60997
453,0.606,80000,80000,808,908,809,909,10,48.277,3.6478,36.4781,138.4006,2.15966,2.14,100000000,40000
454,8.142,80000,90000,809,909,810,910,22,91.7136,4.0188,88.4143,373.2654,2.52025,1.38,100000000,40000
455,4.887,80000,100000,810,910,811,911,17,76.9199,3.7889,64.4119,258.1083,2.55303,1.61,100000000,40000
456,25.573,80000,110000,811,911,812,912,32,180.0537,4.5457,145.4636,701.7761,3.13779,0.66,98810183.18,47686.47899
457,16.197,80000,120000,812,912,813,913,6,132.869,4.1268,24.761,109.0478,3.22715,1,100000000,40000
458,2.677,80000,130000,813,913,814,914,20,60.3114,3.7517,75.0336,294.653,2.29782,1.86,80223021.86,64632.63966
459,2.757,90000,70000,907,1007,908,1008,16,59.6283,3.797,60.7513,240.7494,2.26989,1.83,98643357.72,53966.5329
460,6.268,90000,80000,908,1008,909,1009,17,91.3436,4.2928,72.9776,320.4527,1.95351,1.5,100000000,40000
461,2.604,90000,90000,909,1009,910,1010,27,68.6888,3.9722,107.2489,438.8538,2.01938,1.89,100000000,40000
462,4.961,90000,100000,910,1010,911,1011,26,83.6055,4.0503,105.3076,441.3044,2.15726,1.62,100000000,40000
463,5.666,90000,110000,911,1011,912,1012,15,85.1352,3.8008,57.0126,229.9705,2.64786,1.54,100000000,40000
464,0.088,90000,120000,912,1012,913,1013,15,47.5193,3.6738,55.1074,207.6759,1.84166,2.66,100000000,40000
465,0.756,90000,130000,913,1013,914,1014,31,49.1455,3.5422,109.8086,406.0121,2.12508,2.33,99563224.2,56086.4844
466,0,90000,140000,914,1014,915,1015,17,33.1221,3.3986,57.7768,200.0395,1.61511,3.96,78532652.5,45932.72857
467,0.048,100000,70000,1007,1107,1008,1108,12,36.5791,3.3138,39.7657,138.0854,2.13264,2.62,100000000,40000
468,2.765,100000,80000,1008,1108,1009,1109,24,77.1612,3.4408,82.5802,307.0631,2.71342,1.86,100000000,40000
469,2.394,100000,90000,1009,1109,1010,1110,16,62.2716,3.803,60.8488,240.8972,2.21497,1.88,100000000,40000
470,14.673,100000,100000,1010,1110,1011,1111,26,121.2677,4.1321,107.4357,474.8742,3.04159,1.05,100000000,40000
471,10.105,100000,110000,1011,1111,1012,1112,13,94.2566,3.9724,51.6409,218.4174,2.86334,1.26,100000000,40000
472,1.669,100000,120000,1012,1112,1013,1113,14,59.5291,3.853,53.9418,214.7411,2.07251,1.98,100000000,40000
473,0.018,100000,130000,1013,1113,1014,1114,16,50.4851,3.7914,60.6616,233.968,1.67367,2.93,100000000,40000
474,1.437,110000,120000,1112,1212,1113,1213,25,56.9116,3.7418,93.5452,363.1574,2.09516,2.1,100000000,40000
475,4.816,110000,130000,1113,1213,1114,1214,13,76.2598,3.8901,50.5715,206,2.40842,1.6,100000000,40000
476,0.592,120000,80000,1208,1308,1209,1309,8,61.3347,3.8688,30.9502,123.1838,2.01672,2.04,100000000,40000
477,0.074,250000,210000,2521,2621,2522,2622,23,54.6921,3.8943,89.5689,354.111,1.63388,2.86,100000000,40000
478,10.999,260000,180000,2618,2718,2619,2719,23,112.8375,4.4626,102.6389,468.4355,1.98906,1.22,100000000,40000
479,0.484,260000,190000,2619,2719,2620,2720,30,68.8859,4.1137,123.4108,514.3748,1.61717,2.46,100000000,40000
480,0.032,260000,200000,2620,2720,2621,2721,14,60.7265,3.9985,55.9787,226.6994,1.59974,2.77,100000000,40000
481,0.374,260000,210000,2621,2721,2622,2722,21,70.6379,4.1484,87.1155,365.7097,1.59193,2.47,100000000,40000
482,0.888,260000,220000,2622,2722,2623,2723,13,54.0891,3.6456,47.3934,179.9532,2.16665,2.14,100000000,40000
483,2.677,260000,230000,2623,2723,2624,2724,20,78.0834,4.1369,82.7374,349.6684,1.8661,1.86,100000000,40000
484,7.604,260000,240000,2624,2724,2625,2725,10,101.1198,4.4101,44.1006,198.1716,1.89631,1.39,100000000,40000
485,14.917,270000,190000,2719,2819,2720,2820,17,125.1082,4.5827,77.9054,364.5537,1.98661,1.04,100000000,40000
486,9.856,270000,200000,2720,2820,2721,2821,22,106.694,4.4149,97.1277,438.8877,1.99929,1.28,100000000,40000
487,1.329,270000,210000,2721,2821,2722,2822,26,73.7631,4.1513,107.9342,455.3032,1.71246,2.13,100000000,40000
488,0,270000,220000,2722,2822,2723,2823,15,43.1827,3.6436,54.6542,202.3951,1.61976,3.43,100000000,40000
489,3.441,270000,230000,2723,2823,2724,2824,19,83.1772,4.2111,80.0107,343.7904,1.85384,1.76,100000000,40000
490,0.08,270000,240000,2724,2824,2725,2825,11,68.3698,4.1161,45.2769,188.5926,1.60342,2.5,100000000,40000
491,13.969,280000,190000,2819,2919,2820,2920,14,123.5019,4.5382,63.5342,294.7246,2.01667,1.08,100000000,40000
492,12.851,280000,200000,2820,2920,2821,2921,20,119.5411,4.3523,87.0456,392.1748,2.31068,1.13,100000000,40000
493,1.574,280000,210000,2821,2921,2822,2922,49,78.9946,4.2462,208.0649,895.4575,1.64762,2.11,100000000,40000
494,2.017,280000,220000,2822,2922,2823,2923,34,82.3297,4.2936,145.9822,635.1027,1.65194,2,100000000,40000
495,6.376,280000,230000,2823,2923,2824,2924,16,101.7235,4.4783,71.6525,325.3978,1.73117,1.49,100000000,40000
496,3.395,280000,240000,2824,2924,2825,2925,6,90.8527,4.299,25.7938,112.8631,1.87521,1.59,100000000,40000
497,7.722,290000,200000,2920,3020,2921,3021,27,110.865,4.5996,124.1891,577.6194,1.64235,1.41,100000000,40000
498,11.405,290000,210000,2921,3021,2922,3022,25,123.7886,4.3771,109.4268,493.0743,2.1525,1.2,100000000,40000
499,2.021,290000,240000,2924,3024,2925,3025,14,87.1126,4.3468,60.8557,267.731,1.64253,1.92,100000000,40000
500,2.463,220000,160000,2216,2316,2217,2317,11,78.0324,4.1946,46.1402,197.2337,1.83661,1.82,100000000,40000
501,0,220000,170000,2217,2317,2218,2318,14,54.6646,3.9291,55.0068,218.0493,1.46925,3.56,100000000,40000
502,2.406,230000,130000,2313,2413,2314,2414,23,60.584,3.7572,86.4151,339.0318,2.2429,1.91,100000000,40000
503,0.027,230000,140000,2314,2414,2315,2415,14,44.2085,3.6314,50.8391,189.2505,1.81688,2.79,100000000,40000
504,2.888,230000,150000,2315,2415,2316,2416,8,69.152,4.0528,32.4227,135.1028,2.0687,1.71,100000000,40000
505,21.244,230000,160000,2316,2416,2317,2417,5,139.0982,4.6584,23.2921,110.8454,2.14904,0.84,100000000,40000
506,4.638,230000,170000,2317,2417,2318,2418,20,85.891,4.1751,83.5024,357.5818,1.98635,1.64,100000000,40000
507,20.372,240000,110000,2411,2511,2412,2512,7,129.1423,4.477,31.3388,145.9639,2.64148,0.85,98483499.4,53552.93758
508,12.851,240000,120000,2412,2512,2413,2513,20,115.7288,4.5427,90.8543,421.2012,1.95016,1.13,100000000,40000
509,13.256,240000,130000,2413,2513,2414,2514,9,114.1826,4.461,40.1494,183.6773,2.12917,1.11,100000000,40000
510,0.068,240000,140000,2414,2514,2415,2515,9,51.2073,3.7892,34.1031,132.4688,1.89044,2.37,100000000,40000
511,0.198,240000,150000,2415,2515,2416,2516,12,79.5478,4.2808,51.369,221.8434,1.52281,2.42,100000000,40000
512,0.151,240000,160000,2416,2516,2417,2517,9,100.9977,4.567,41.1031,188.5332,1.37597,2.29,100000000,40000
513,7.922,240000,170000,2417,2517,2418,2518,18,86.4586,4.1659,74.987,323.6198,2.25399,1.39,100000000,40000
514,6.049,250000,110000,2511,2611,2512,2612,12,99.3738,4.4215,53.0583,238.3526,1.79354,1.5,96165317.31,71136.21911
515,0,250000,120000,2512,2612,2513,2613,5,52.7006,3.8456,19.2279,75.0688,1.70004,2.74,100000000,40000
516,5.454,250000,130000,2513,2613,2514,2614,9,94.4684,4.422,39.798,178.6496,1.78058,1.52,100000000,40000
517,1.595,250000,140000,2514,2614,2515,2615,18,65.5287,3.9933,71.8799,294.0522,1.90075,2.03,100000000,40000
518,11.032,250000,150000,2515,2615,2516,2616,10,99.5327,4.3362,43.3623,193.6871,2.2098,1.21,100000000,40000
519,41.435,250000,160000,2516,2616,2517,2617,7,235.7103,5.086,35.6023,186.0097,2.47666,0.23,100000000,40000
520,0.193,250000,170000,2517,2617,2518,2618,8,47.093,3.5262,28.2095,104.0994,2.2548,2.18,100000000,40000
521,6.376,250000,180000,2518,2618,2519,2619,16,83.892,3.9422,63.0749,261.0364,2.48087,1.49,100000000,40000
522,39.853,260000,110000,2611,2711,2612,2712,8,320.9435,4.8781,39.0245,207.3775,4.75411,0.27,86736199.06,101902.9333
523,22.556,260000,120000,2612,2712,2613,2713,9,139.5931,4.6363,41.7266,199.3871,2.36553,0.77,98157219.79,51410.9548
524,18.95,260000,130000,2613,2713,2614,2714,10,140.0773,4.7119,47.1195,225.9092,1.92894,0.89,98820091.06,72300.24984
525,14.487,260000,140000,2614,2714,2615,2715,8,102.8231,4.2433,33.9466,150.9801,2.7054,1.06,100000000,40000
526,10.581,270000,120000,2712,2812,2713,2813,19,109.8348,4.543,86.3168,398.8011,1.83765,1.24,98638945.7,55229.89029
527,0.37,210000,170000,2117,2217,2118,2218,27,44.246,3.5548,95.9797,353.6556,1.99861,2.52,100000000,40000
528,0.252,210000,180000,2118,2218,2119,2219,16,43.3087,3.558,56.9283,209.8775,2.0114,2.49,100000000,40000
529,0,210000,190000,2119,2219,2120,2220,8,43.7069,3.7527,30.0219,113.0631,1.26957,6.48,100000000,40000
530,2.835,220000,180000,2218,2318,2219,2319,16,69.4232,4.0247,64.3956,266.555,2.01667,1.82,100000000,40000
531,1.374,220000,190000,2219,2319,2220,2320,15,69.8913,4.0573,60.8601,252.0422,1.82993,2.05,100000000,40000
532,1.238,220000,200000,2220,2320,2221,2321,18,70.9691,4.1092,73.965,309.3362,1.75714,2.11,100000000,40000
533,7.901,220000,210000,2221,2321,2222,2322,17,87.0411,4.2197,71.7354,312.3898,2.17722,1.39,100000000,40000
534,0,230000,180000,2318,2418,2319,2419,5,51.5624,3.9155,19.5775,76.9337,1.30165,5.25,100000000,40000
535,0,230000,190000,2319,2419,2320,2420,14,54.4825,3.8982,54.5749,215.3111,1.55948,3.15,100000000,40000
536,11.061,230000,200000,2320,2420,2321,2421,11,103.5658,4.2292,46.5217,204.4975,2.41114,1.21,100000000,40000
537,6.295,230000,210000,2321,2421,2322,2422,18,89.5593,4.1863,75.3534,324.8322,2.10185,1.5,100000000,40000
538,0.001,240000,180000,2418,2518,2419,2519,17,57.5691,3.976,67.5918,271.365,1.49888,3.27,100000000,40000
539,0.007,240000,190000,2419,2519,2420,2520,33,53.1248,3.8925,128.4521,505.3836,1.50716,3.43,100000000,40000
540,2.428,240000,200000,2420,2520,2421,2521,21,73.6524,4.0182,84.3828,348.1939,1.96492,1.9,100000000,40000
541,0.657,240000,210000,2421,2521,2422,2522,17,68.4781,4.0715,69.2154,286.444,1.71285,2.28,100000000,40000
542,11.405,250000,190000,2519,2619,2520,2620,25,109.5792,4.3957,109.8936,496.585,2.11823,1.2,100000000,40000
543,1.531,250000,200000,2520,2620,2521,2621,19,75.2875,4.1878,79.5688,338.5012,1.71881,2.05,100000000,40000
544,3.208,170000,320000,1732,1832,1733,1833,8,62.1781,3.7453,29.9627,118.1884,2.51771,1.68,100000000,40000
545,34.345,170000,330000,1733,1833,1734,1834,16,234.8156,4.8089,76.9426,391.3715,3.29811,0.41,100000000,40000
546,5.454,170000,340000,1734,1834,1735,1835,9,86.5996,4.2433,38.1894,165.924,2.00587,1.52,100000000,40000
547,37.668,180000,310000,1831,1931,1832,1932,16,249.666,4.928,78.8473,408.9009,3.20467,0.32,100000000,40000
548,0,180000,320000,1832,1932,1833,1933,7,29.5756,3.2356,22.6493,75.5308,1.84389,3.37,100000000,40000
549,24.002,180000,330000,1833,1933,1834,1934,6,146.5978,4.439,26.6338,124.9906,3.19984,0.74,100000000,40000
550,0.218,180000,340000,1834,1934,1835,1935,10,42.5525,3.284,32.8399,114.6937,2.39236,2.31,100000000,40000
551,0,190000,290000,1929,2029,1930,2030,6,68.8487,4.1291,24.7748,103.5969,1.66463,2.29,100000000,40000
552,0.192,190000,300000,1930,2030,1931,2031,5,75.3988,4.1411,20.7057,87.4906,1.9359,1.75,100000000,40000
